File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger,Comment,Method,
01020108.JPG,NPR3-2017-11-21-end\101EK113,NPR3,02-Jan-2018,22:09:31,Dark,FALSE,Dark,FALSE,TRUE,16,FALSE,Cattle,true,
01040142.JPG,NPR3-2017-11-21-end\101EK113,NPR3,04-Jan-2018,06:44:56,Ok,FALSE,Shade,FALSE,TRUE,17,FALSE,Cattle,true,
01040146.JPG,NPR3-2017-11-21-end\101EK113,NPR3,04-Jan-2018,08:50:59,Ok,FALSE,Sunny,FALSE,true,28,FALSE,Baboon,true,
01040158.JPG,NPR3-2017-11-21-end\101EK113,NPR3,04-Jan-2018,18:40:37,Dark,FALSE,Shade,FALSE,TRUE,37,FALSE,Cattle,true,
01080247.JPG,NPR3-2017-11-21-end\101EK113,NPR3,08-Jan-2018,05:09:27,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE,Jackal,true,
01080270.JPG,NPR3-2017-11-21-end\101EK113,NPR3,08-Jan-2018,20:20:55,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE,Steenbok,true,
01110334.JPG,NPR3-2017-11-21-end\101EK113,NPR3,11-Jan-2018,06:05:53,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE,Baboon,true,
01130396.JPG,NPR3-2017-11-21-end\101EK113,NPR3,13-Jan-2018,13:02:44,Ok,FALSE,Sunny,FALSE,TRUE,33,FALSE,Bird,true,
01140416.JPG,NPR3-2017-11-21-end\101EK113,NPR3,14-Jan-2018,06:04:21,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE,Cattle,true,
01140424.JPG,NPR3-2017-11-21-end\101EK113,NPR3,14-Jan-2018,13:50:31,Ok,FALSE,Sunny,FALSE,TRUE,37,FALSE,Bird,true,
01150443.JPG,NPR3-2017-11-21-end\101EK113,NPR3,15-Jan-2018,05:11:01,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE,Steenbok,true,
01160480.JPG,NPR3-2017-11-21-end\101EK113,NPR3,16-Jan-2018,13:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE,Baboon,false,
01160481.JPG,NPR3-2017-11-21-end\101EK113,NPR3,16-Jan-2018,13:01:30,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE,Bird,true,
01170501.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,07:04:33,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE,Steenbok,true,
01170503.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,08:55:54,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE,Cattle,true,
01170507.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,11:24:18,Ok,FALSE,Sunny,FALSE,TRUE,27,FALSE,Steenbok,true,
01170509.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,12:32:21,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE,Bird,true,
01170510.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,13:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE,Bird,false,
01170511.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,13:00:14,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE,Bird,true,
01170519.JPG,NPR3-2017-11-21-end\101EK113,NPR3,17-Jan-2018,19:29:57,Ok,FALSE,Shade,FALSE,TRUE,23,FALSE,Steenbok,true,
01180531.JPG,NPR3-2017-11-21-end\101EK113,NPR3,18-Jan-2018,06:22:25,Dark,FALSE,Shade,FALSE,TRUE,17,FALSE,Baboon,true,
01180535.JPG,NPR3-2017-11-21-end\101EK113,NPR3,18-Jan-2018,09:19:03,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE,Baboon,true,
01180543.JPG,NPR3-2017-11-21-end\101EK113,NPR3,18-Jan-2018,16:15:51,Ok,FALSE,Sunny,FALSE,TRUE,43,FALSE,Bird,true,
01200595.JPG,NPR3-2017-11-21-end\101EK113,NPR3,20-Jan-2018,15:14:35,Ok,FALSE,Sunny,FALSE,TRUE,36,FALSE,Bird,true,
01200600.JPG,NPR3-2017-11-21-end\101EK113,NPR3,20-Jan-2018,19:17:56,Ok,FALSE,Shade,FALSE,TRUE,21,FALSE,Bird,true,
01210612.JPG,NPR3-2017-11-21-end\101EK113,NPR3,21-Jan-2018,06:12:14,Ok,FALSE,Shade,FALSE,TRUE,17,FALSE,Bird,true,
01220650.JPG,NPR3-2017-11-21-end\101EK113,NPR3,22-Jan-2018,17:32:57,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE,Bird,true,
01230669.JPG,NPR3-2017-11-21-end\101EK113,NPR3,23-Jan-2018,11:30:52,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Kudu,true,
01240691.JPG,NPR3-2017-11-21-end\101EK113,NPR3,24-Jan-2018,08:43:57,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Bird,true,
01250718.JPG,NPR3-2017-11-21-end\101EK113,NPR3,25-Jan-2018,09:26:20,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Cattle,true,
01250721.JPG,NPR3-2017-11-21-end\101EK113,NPR3,25-Jan-2018,11:17:26,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Cattle,true,
01270775.JPG,NPR3-2017-11-21-end\101EK113,NPR3,27-Jan-2018,16:52:52,Ok,FALSE,Shade,TRUE,true,33,FALSE,Baboon,true,
01280793.JPG,NPR3-2017-11-21-end\101EK113,NPR3,28-Jan-2018,09:13:10,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Bird,true,
01280796.JPG,NPR3-2017-11-21-end\101EK113,NPR3,28-Jan-2018,11:36:08,Ok,FALSE,Sunny,TRUE,true,28,FALSE,Baboon,true,
01280797.JPG,NPR3-2017-11-21-end\101EK113,NPR3,28-Jan-2018,12:00:02,Ok,FALSE,Sunny,TRUE,true,28,FALSE,Cattle,false,
01280802.JPG,NPR3-2017-11-21-end\101EK113,NPR3,28-Jan-2018,15:23:51,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Baboon,true,
01280807.JPG,NPR3-2017-11-21-end\101EK113,NPR3,28-Jan-2018,19:11:04,Dark,FALSE,Shade,TRUE,true,26,FALSE,Steenbok,true,
01300844.JPG,NPR3-2017-11-21-end\101EK113,NPR3,30-Jan-2018,06:25:56,Ok,FALSE,Shade,TRUE,true,20,FALSE,Cattle,true,
01300848.JPG,NPR3-2017-11-21-end\101EK113,NPR3,30-Jan-2018,09:58:22,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Cattle,true,
01300849.JPG,NPR3-2017-11-21-end\101EK113,NPR3,30-Jan-2018,10:00:02,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Cattle,false,
01300850.JPG,NPR3-2017-11-21-end\101EK113,NPR3,30-Jan-2018,10:00:15,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Cattle,true,
01300858.JPG,NPR3-2017-11-21-end\101EK113,NPR3,30-Jan-2018,17:12:58,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Steenbok,true,
02020925.JPG,NPR3-2017-11-21-end\101EK113,NPR3,02-Feb-2018,09:38:34,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Cattle,true,
02020927.JPG,NPR3-2017-11-21-end\101EK113,NPR3,02-Feb-2018,10:18:58,Ok,FALSE,Sunny,TRUE,true,25,FALSE,Cattle,true,
02020934.JPG,NPR3-2017-11-21-end\101EK113,NPR3,02-Feb-2018,16:11:12,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Cattle,true,
02030943.JPG,NPR3-2017-11-21-end\101EK113,NPR3,03-Feb-2018,00:41:11,Dark,FALSE,Dark,TRUE,true,15,FALSE,Unidentified,true,
02030945.JPG,NPR3-2017-11-21-end\101EK113,NPR3,03-Feb-2018,01:56:08,Dark,FALSE,Dark,TRUE,true,15,FALSE,Steenbok,true,
02050996.JPG,NPR3-2017-11-21-end\101EK113,NPR3,05-Feb-2018,03:19:10,Dark,FALSE,Dark,TRUE,true,13,FALSE,Cattle,true,
02050002.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,07:45:57,Ok,FALSE,Sunny,TRUE,true,17,FALSE,Cattle,true,
02050003.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,08:00:02,Ok,FALSE,Sunny,TRUE,true,20,FALSE,Cattle,false,
02050004.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,08:01:36,Ok,FALSE,Sunny,TRUE,true,20,FALSE,Cattle,true,
02050007.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,10:28:49,Ok,FALSE,Sunny,TRUE,true,27,FALSE,Cattle,true,
02050010.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,12:47:02,Ok,FALSE,Sunny,TRUE,true,35,FALSE,Baboon,true,
02050014.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,15:02:50,Ok,FALSE,Sunny,TRUE,true,41,FALSE,Kudu,true,
02050018.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Feb-2018,18:59:12,Dark,FALSE,Shade,TRUE,true,37,FALSE,Cattle,true,
02060031.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Feb-2018,05:52:28,Ok,FALSE,Sunny,TRUE,true,17,FALSE,Jackal,true,
02060038.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Feb-2018,11:42:28,Ok,FALSE,Sunny,TRUE,true,27,FALSE,Kudu,true,
02060039.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Feb-2018,12:00:02,Ok,FALSE,Sunny,TRUE,true,28,FALSE,Bird,false,
02060041.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Feb-2018,14:00:02,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Bird,false,
02060043.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Feb-2018,16:00:02,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Bird,false,
02070065.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Feb-2018,13:59:23,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Bird,true,
02070066.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Feb-2018,14:00:02,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Bird,false,
02070067.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Feb-2018,14:00:17,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Bird,true,
02070069.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Feb-2018,15:16:59,Ok,FALSE,Sunny,TRUE,true,37,FALSE,Bird,true,
02070073.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Feb-2018,18:09:33,Dark,FALSE,Shade,TRUE,true,36,FALSE,Bird,true,
02080092.JPG,NPR3-2017-11-21-end\102EK113,NPR3,08-Feb-2018,12:19:50,Ok,FALSE,Sunny,TRUE,true,37,FALSE,Kudu,true,
02080095.JPG,NPR3-2017-11-21-end\102EK113,NPR3,08-Feb-2018,14:22:02,Ok,FALSE,Sunny,TRUE,true,38,FALSE,Bird,true,
02080101.JPG,NPR3-2017-11-21-end\102EK113,NPR3,08-Feb-2018,19:24:16,Dark,FALSE,Dark,TRUE,true,31,FALSE,Cattle,true,
02090113.JPG,NPR3-2017-11-21-end\102EK113,NPR3,09-Feb-2018,06:57:24,Ok,FALSE,Shade,TRUE,true,20,FALSE,Cattle,true,
02090114.JPG,NPR3-2017-11-21-end\102EK113,NPR3,09-Feb-2018,07:00:02,Ok,FALSE,Shade,TRUE,true,20,FALSE,Cattle,false,
02090115.JPG,NPR3-2017-11-21-end\102EK113,NPR3,09-Feb-2018,07:00:16,Ok,FALSE,Shade,TRUE,true,20,FALSE,Cattle,true,
02090120.JPG,NPR3-2017-11-21-end\102EK113,NPR3,09-Feb-2018,11:06:46,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Baboon,true,
02100139.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Feb-2018,03:19:14,Dark,FALSE,Dark,TRUE,true,15,FALSE,Cattle,true,
02100145.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Feb-2018,08:57:23,Ok,FALSE,Shade,TRUE,true,21,FALSE,Steenbok,true,
02100147.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Feb-2018,09:02:42,Ok,FALSE,Shade,TRUE,true,21,FALSE,Cattle,true,
02100154.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Feb-2018,15:17:29,Ok,FALSE,Sunny,TRUE,true,31,FALSE,Bird,true,
02100156.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Feb-2018,16:11:57,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Cattle,true,
02110168.JPG,NPR3-2017-11-21-end\102EK113,NPR3,11-Feb-2018,03:55:45,Dark,FALSE,Dark,TRUE,true,15,FALSE,Unidentified,true,
02110172.JPG,NPR3-2017-11-21-end\102EK113,NPR3,11-Feb-2018,06:19:18,Ok,FALSE,Shade,TRUE,true,15,FALSE,Steenbok,true,
02110177.JPG,NPR3-2017-11-21-end\102EK113,NPR3,11-Feb-2018,10:10:20,Ok,FALSE,Sunny,TRUE,true,23,FALSE,Bird,true,
02110184.JPG,NPR3-2017-11-21-end\102EK113,NPR3,11-Feb-2018,17:00:02,Ok,FALSE,Shade,TRUE,true,45,FALSE,Bird,false,
02120199.JPG,NPR3-2017-11-21-end\102EK113,NPR3,12-Feb-2018,06:28:48,Ok,FALSE,Shade,TRUE,true,16,FALSE,Steenbok,true,
02120206.JPG,NPR3-2017-11-21-end\102EK113,NPR3,12-Feb-2018,12:03:23,Ok,FALSE,Sunny,TRUE,true,31,FALSE,Bird,true,
02130225.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,06:43:06,Ok,FALSE,Shade,TRUE,true,16,FALSE,Jackal,true,
02130227.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,07:06:24,Ok,FALSE,Shade,TRUE,true,17,FALSE,Bird,true,
02130233.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,11:47:04,Ok,FALSE,Sunny,TRUE,true,31,FALSE,Bird,true,
02130236.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,13:00:02,Ok,FALSE,Sunny,TRUE,true,35,FALSE,Bird,false,
02130237.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,13:00:17,Ok,FALSE,Sunny,TRUE,true,35,FALSE,Bird,true,
02130240.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,15:18:32,Ok,FALSE,Sunny,TRUE,true,37,FALSE,Baboon,true,
02130241.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Feb-2018,16:00:02,Ok,FALSE,Sunny,TRUE,true,33,FALSE,Baboon,false,
02140251.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,01:21:39,Dark,FALSE,Dark,TRUE,true,20,FALSE,Unidentified,true,
02140262.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,11:16:38,Ok,FALSE,Sunny,TRUE,true,30,FALSE,Baboon,true,
02140263.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,12:00:02,Ok,FALSE,Sunny,TRUE,true,32,FALSE,Cattle,false,
02140264.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,12:00:18,Ok,FALSE,Sunny,TRUE,true,32,FALSE,Cattle,true,
02140266.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,13:47:33,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Bird,true,
02140267.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,14:00:02,Ok,FALSE,Sunny,TRUE,true,35,FALSE,Cattle,false,
02140268.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,14:00:20,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Cattle,true,
02140270.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,15:20:28,Ok,FALSE,Sunny,TRUE,true,36,FALSE,Baboon,true,
02140274.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Feb-2018,18:47:17,Ok,FALSE,Shade,TRUE,true,22,FALSE,Bird,true,
02150282.JPG,NPR3-2017-11-21-end\102EK113,NPR3,15-Feb-2018,01:51:34,Dark,FALSE,Dark,TRUE,true,20,FALSE,Jackal,true,
02170337.JPG,NPR3-2017-11-21-end\102EK113,NPR3,17-Feb-2018,07:14:47,Ok,FALSE,Shade,TRUE,true,17,FALSE,Jackal,true,
02170339.JPG,NPR3-2017-11-21-end\102EK113,NPR3,17-Feb-2018,08:12:46,Ok,FALSE,Sunny,TRUE,true,20,FALSE,Baboon,true,
02200418.JPG,NPR3-2017-11-21-end\102EK113,NPR3,20-Feb-2018,15:00:02,Ok,FALSE,Sunny,TRUE,true,32,FALSE,Baboon,false,
02200419.JPG,NPR3-2017-11-21-end\102EK113,NPR3,20-Feb-2018,15:02:35,Ok,FALSE,Sunny,TRUE,true,32,FALSE,Baboon,true,
02210436.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,07:28:12,Ok,FALSE,Shade,TRUE,true,17,FALSE,Steenbok,true,
02210446.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,16:35:24,Ok,FALSE,Shade,TRUE,true,41,FALSE,Baboon,true,
02210448.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,18:00:02,Dark,FALSE,Shade,TRUE,true,32,FALSE,Baboon,false,
02210449.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,18:16:22,Dark,FALSE,Shade,TRUE,true,31,FALSE,Baboon,true,
02210451.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,19:49:40,Dark,FALSE,Dark,TRUE,true,21,FALSE,Unidentified,true,
02210456.JPG,NPR3-2017-11-21-end\102EK113,NPR3,21-Feb-2018,23:00:49,Dark,FALSE,Dark,TRUE,true,17,FALSE,Unidentified,true,
02220468.JPG,NPR3-2017-11-21-end\102EK113,NPR3,22-Feb-2018,10:24:50,Ok,FALSE,Sunny,TRUE,true,28,FALSE,Kudu,true,
02220477.JPG,NPR3-2017-11-21-end\102EK113,NPR3,22-Feb-2018,18:24:25,Dark,FALSE,Shade,TRUE,true,37,FALSE,Bird,true,
02230498.JPG,NPR3-2017-11-21-end\102EK113,NPR3,23-Feb-2018,14:26:53,Ok,FALSE,Sunny,TRUE,true,31,FALSE,Baboon,true,
02240519.JPG,NPR3-2017-11-21-end\102EK113,NPR3,24-Feb-2018,09:59:56,Ok,FALSE,Sunny,TRUE,true,16,FALSE,Steenbok,true,
02240521.JPG,NPR3-2017-11-21-end\102EK113,NPR3,24-Feb-2018,10:34:39,Ok,FALSE,Sunny,TRUE,true,17,FALSE,Bird,true,
02240525.JPG,NPR3-2017-11-21-end\102EK113,NPR3,24-Feb-2018,13:23:02,Ok,FALSE,Sunny,TRUE,true,22,FALSE,Baboon,true,
02250543.JPG,NPR3-2017-11-21-end\102EK113,NPR3,25-Feb-2018,06:55:43,Ok,FALSE,Shade,TRUE,true,10,FALSE,Jackal,true,
02250551.JPG,NPR3-2017-11-21-end\102EK113,NPR3,25-Feb-2018,13:39:43,Ok,FALSE,Sunny,TRUE,true,26,FALSE,Baboon,true,
02260571.JPG,NPR3-2017-11-21-end\102EK113,NPR3,26-Feb-2018,07:27:52,Ok,FALSE,Shade,FALSE,true,10,FALSE,Steenbok,true,
02260574.JPG,NPR3-2017-11-21-end\102EK113,NPR3,26-Feb-2018,09:33:51,Ok,FALSE,Sunny,FALSE,true,21,FALSE,Bird,true,
02260577.JPG,NPR3-2017-11-21-end\102EK113,NPR3,26-Feb-2018,11:05:43,Ok,FALSE,Sunny,FALSE,true,26,FALSE,Steenbok,true,
02260585.JPG,NPR3-2017-11-21-end\102EK113,NPR3,26-Feb-2018,18:54:22,Dark,FALSE,Shade,FALSE,true,30,FALSE,Steenbok,true,
02260588.JPG,NPR3-2017-11-21-end\102EK113,NPR3,26-Feb-2018,20:53:59,Dark,FALSE,Dark,FALSE,true,22,FALSE,Steenbok,true,
02280624.JPG,NPR3-2017-11-21-end\102EK113,NPR3,28-Feb-2018,07:23:29,Ok,FALSE,Shade,FALSE,true,12,FALSE,Steenbok,true,
02280631.JPG,NPR3-2017-11-21-end\102EK113,NPR3,28-Feb-2018,13:54:00,Ok,FALSE,Sunny,FALSE,true,32,FALSE,Kudu,true,
02280634.JPG,NPR3-2017-11-21-end\102EK113,NPR3,28-Feb-2018,15:20:11,Ok,FALSE,Sunny,FALSE,true,33,FALSE,Bird,true,
03010659.JPG,NPR3-2017-11-21-end\102EK113,NPR3,01-Mar-2018,15:03:44,Ok,FALSE,Sunny,FALSE,true,30,FALSE,Baboon,true,
03030712.JPG,NPR3-2017-11-21-end\102EK113,NPR3,03-Mar-2018,19:00:25,Dark,FALSE,Dark,FALSE,true,22,FALSE,Unidentified,true,
03040728.JPG,NPR3-2017-11-21-end\102EK113,NPR3,04-Mar-2018,09:14:34,Ok,FALSE,Sunny,FALSE,true,21,FALSE,Kudu,true,
03040730.JPG,NPR3-2017-11-21-end\102EK113,NPR3,04-Mar-2018,10:55:53,Ok,FALSE,Sunny,FALSE,true,25,FALSE,Bird / Cape Robin Chat,true,
03040732.JPG,NPR3-2017-11-21-end\102EK113,NPR3,04-Mar-2018,11:37:16,Ok,FALSE,Sunny,FALSE,true,26,FALSE,Baboon,true,
03050754.JPG,NPR3-2017-11-21-end\102EK113,NPR3,05-Mar-2018,08:18:49,Ok,FALSE,Sunny,FALSE,true,17,FALSE,Jackal,true,
03060776.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Mar-2018,05:42:08,Dark,FALSE,Dark,FALSE,true,16,FALSE,Steenbok,true,
03060787.JPG,NPR3-2017-11-21-end\102EK113,NPR3,06-Mar-2018,15:07:14,Ok,FALSE,Sunny,FALSE,true,33,FALSE,Bird,true,
03070803.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Mar-2018,06:40:22,Ok,FALSE,Sunny,FALSE,true,16,FALSE,Steenbok,true,
03070809.JPG,NPR3-2017-11-21-end\102EK113,NPR3,07-Mar-2018,11:14:19,Ok,FALSE,Sunny,FALSE,true,26,FALSE,Kudu,true,
03080824.JPG,NPR3-2017-11-21-end\102EK113,NPR3,08-Mar-2018,01:29:18,Dark,FALSE,Dark,FALSE,true,15,FALSE,Steenbok,true,
03080828.JPG,NPR3-2017-11-21-end\102EK113,NPR3,08-Mar-2018,04:05:23,Dark,FALSE,Dark,FALSE,true,15,FALSE,Kudu,true,
03100879.JPG,NPR3-2017-11-21-end\102EK113,NPR3,10-Mar-2018,06:16:56,Ok,FALSE,Shade,FALSE,true,13,FALSE,Steenbok,true,
03110909.JPG,NPR3-2017-11-21-end\102EK113,NPR3,11-Mar-2018,11:21:00,Ok,FALSE,Sunny,FALSE,true,30,FALSE,Bird,true,
03120939.JPG,NPR3-2017-11-21-end\102EK113,NPR3,12-Mar-2018,15:07:07,Ok,FALSE,Sunny,FALSE,true,33,FALSE,Baboon,true,
03130955.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Mar-2018,06:21:13,Dark,FALSE,Shade,FALSE,true,12,FALSE,Steenbok,true,
03130960.JPG,NPR3-2017-11-21-end\102EK113,NPR3,13-Mar-2018,10:41:45,Ok,FALSE,Sunny,FALSE,true,31,FALSE,Steenbok,true,
03140985.JPG,NPR3-2017-11-21-end\102EK113,NPR3,14-Mar-2018,10:27:14,Ok,FALSE,Sunny,FALSE,true,25,FALSE,Baboon,true,
03160032.JPG,NPR3-2017-11-21-end\103EK113,NPR3,16-Mar-2018,06:59:54,Dark,FALSE,Dark,FALSE,true,5,FALSE,Steenbok,true,
03160034.JPG,NPR3-2017-11-21-end\103EK113,NPR3,16-Mar-2018,07:31:46,Ok,false,Shade,false,true,7,false,Bird,true,
