Species,Station,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger
Baboon,NPR2,10-Sep-17,11:04:18,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR3,10-Sep-17,9:52:56,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR3,13-Sep-17,13:04:53,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,15-Sep-17,7:50:29,Ok,FALSE,Shade,FALSE,TRUE,8,FALSE
Baboon,NPR2,15-Sep-17,8:06:04,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Baboon,NPR3,15-Sep-17,8:22:24,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Baboon,NPR2,16-Sep-17,14:32:38,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,16-Sep-17,16:00:02,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,16-Sep-17,16:02:06,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,17-Sep-17,10:47:16,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,17-Sep-17,11:00:02,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,17-Sep-17,11:08:23,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,17-Sep-17,13:03:59,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR3,17-Sep-17,13:05:44,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR1,19-Sep-17,18:13:49,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR2,20-Sep-17,16:18:53,Ok,FALSE,Shade,FALSE,TRUE,28,FALSE
Baboon,NPR1,08-Oct-17,18:07:48,Ok,FALSE,Shade,TRUE,TRUE,13,FALSE
Baboon,NPR2,13-Oct-17,11:21:20,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,13-Oct-17,14:54:28,Ok,FALSE,Sunny,FALSE,TRUE,35,FALSE
Baboon,NPR2,13-Oct-17,15:04:36,Ok,FALSE,Sunny,FALSE,TRUE,33,FALSE
Baboon,NPR2,19-Oct-17,10:08:10,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,23-Oct-17,6:27:52,Ok,FALSE,Shade,FALSE,TRUE,8,FALSE
Baboon,NPR2,23-Oct-17,10:56:03,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,23-Oct-17,11:01:48,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR2,25-Oct-17,14:49:19,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,26-Oct-17,15:07:01,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR1,30-Oct-17,18:31:42,Ok,FALSE,Sunny,TRUE,TRUE,30,FALSE
Baboon,NPR1,30-Oct-17,19:33:31,Dark,FALSE,Dark,TRUE,TRUE,28,FALSE
Baboon,NPR1,31-Oct-17,6:02:35,Ok,FALSE,Shade,TRUE,TRUE,25,FALSE
Baboon,NPR2,03-Nov-17,12:14:30,Ok,FALSE,Sunny,FALSE,TRUE,32,FALSE
Baboon,NPR3,03-Nov-17,12:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR2,10-Nov-17,13:58:43,Ok,FALSE,Sunny,FALSE,TRUE,37,FALSE
Baboon,NPR1,16-Nov-17,18:33:37,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR1,19-Nov-17,18:10:09,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Baboon,NPR2,25-Nov-17,9:20:58,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR2,04-Dec-17,5:47:23,Ok,FALSE,Shade,FALSE,TRUE,15,FALSE
Baboon,NPR2,06-Dec-17,13:16:29,Ok,FALSE,Sunny,FALSE,TRUE,36,FALSE
Baboon,NPR2,06-Dec-17,16:20:57,Ok,FALSE,Sunny,FALSE,TRUE,43,FALSE
Baboon,NPR2,07-Dec-17,9:32:56,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR2,11-Dec-17,11:46:32,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR2,14-Dec-17,14:40:29,Ok,FALSE,Sunny,FALSE,TRUE,35,FALSE
Baboon,NPR2,16-Dec-17,8:00:01,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR2,16-Dec-17,8:00:42,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR1,18-Dec-17,17:28:19,Ok,FALSE,Shade,TRUE,TRUE,21,FALSE
Baboon,NPR2,18-Dec-17,16:55:40,Ok,FALSE,Shade,FALSE,TRUE,27,FALSE
Baboon,NPR1,19-Dec-17,11:13:30,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Baboon,NPR1,19-Dec-17,12:51:58,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR1,19-Dec-17,15:20:21,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Baboon,NPR2,19-Dec-17,10:26:49,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Baboon,NPR1,20-Dec-17,16:02:38,Ok,FALSE,Sunny,TRUE,TRUE,42,FALSE
Baboon,NPR2,20-Dec-17,9:45:01,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,20-Dec-17,10:20:26,Ok,FALSE,Sunny,FALSE,TRUE,27,FALSE
Baboon,NPR3,20-Dec-17,8:06:52,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR1,21-Dec-17,18:27:20,Ok,FALSE,Sunny,TRUE,TRUE,27,FALSE
Baboon,NPR2,24-Dec-17,9:15:35,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,25-Dec-17,6:39:57,Ok,FALSE,Shade,FALSE,TRUE,15,FALSE
Baboon,NPR2,25-Dec-17,7:14:45,Dark,FALSE,Shade,FALSE,TRUE,15,FALSE
Baboon,NPR3,25-Dec-17,12:02:21,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Baboon,NPR2,29-Dec-17,8:02:44,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR2,31-Dec-17,13:46:58,Ok,FALSE,Sunny,FALSE,TRUE,46,FALSE
Baboon,NPR2,04-Jan-18,11:23:09,Ok,FALSE,Sunny,FALSE,TRUE,41,FALSE
Baboon,NPR3,04-Jan-18,8:50:59,Ok,FALSE,Sunny,FALSE,TRUE,28,FALSE
Baboon,NPR2,05-Jan-18,6:21:26,Dark,FALSE,Shade,FALSE,TRUE,17,FALSE
Baboon,NPR2,05-Jan-18,7:22:30,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR2,05-Jan-18,9:00:02,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,05-Jan-18,9:06:06,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,05-Jan-18,10:00:01,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,05-Jan-18,10:00:15,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,06-Jan-18,14:35:20,Ok,FALSE,Sunny,FALSE,TRUE,42,FALSE
Baboon,NPR2,06-Jan-18,15:00:01,Ok,FALSE,Sunny,FALSE,TRUE,42,FALSE
Baboon,NPR2,06-Jan-18,15:00:17,Ok,FALSE,Sunny,FALSE,TRUE,42,FALSE
Baboon,NPR2,07-Jan-18,14:49:13,Ok,FALSE,Sunny,FALSE,TRUE,46,FALSE
Baboon,NPR1,08-Jan-18,15:35:49,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR1,10-Jan-18,13:53:38,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR3,11-Jan-18,6:05:53,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE
Baboon,NPR2,12-Jan-18,11:08:33,Ok,FALSE,Sunny,FALSE,TRUE,37,FALSE
Baboon,NPR2,13-Jan-18,7:28:04,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,16-Jan-18,7:08:28,Ok,FALSE,Sunny,FALSE,TRUE,15,FALSE
Baboon,NPR3,16-Jan-18,13:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR2,18-Jan-18,9:47:26,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,18-Jan-18,10:00:03,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR2,18-Jan-18,10:00:15,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR3,18-Jan-18,6:22:25,Dark,FALSE,Shade,FALSE,TRUE,17,FALSE
Baboon,NPR3,18-Jan-18,9:19:03,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,22-Jan-18,7:46:16,Ok,FALSE,Shade,FALSE,TRUE,23,FALSE
Baboon,NPR2,22-Jan-18,11:15:03,Ok,FALSE,Sunny,FALSE,TRUE,36,FALSE
Baboon,NPR3,27-Jan-18,16:52:52,Ok,FALSE,Shade,TRUE,TRUE,33,FALSE
Baboon,NPR2,28-Jan-18,7:16:56,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Baboon,NPR2,28-Jan-18,12:26:20,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Baboon,NPR2,28-Jan-18,13:00:02,Ok,FALSE,Sunny,TRUE,TRUE,37,FALSE
Baboon,NPR2,28-Jan-18,13:00:21,Ok,FALSE,Sunny,TRUE,TRUE,37,FALSE
Baboon,NPR3,28-Jan-18,11:36:08,Ok,FALSE,Sunny,TRUE,TRUE,28,FALSE
Baboon,NPR3,28-Jan-18,15:23:51,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Baboon,NPR2,04-Feb-18,7:55:06,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,05-Feb-18,9:08:45,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Baboon,NPR2,05-Feb-18,12:34:05,Ok,FALSE,Sunny,FALSE,TRUE,38,FALSE
Baboon,NPR3,05-Feb-18,12:47:02,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Baboon,NPR2,07-Feb-18,9:31:12,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR2,07-Feb-18,10:11:49,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR3,09-Feb-18,11:06:46,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR2,10-Feb-18,6:36:02,Ok,FALSE,Shade,FALSE,TRUE,17,FALSE
Baboon,NPR2,11-Feb-18,17:27:31,Dark,FALSE,Shade,FALSE,TRUE,38,FALSE
Baboon,NPR2,12-Feb-18,10:04:31,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR1,13-Feb-18,17:09:55,Dark,FALSE,Shade,TRUE,TRUE,38,FALSE
Baboon,NPR2,13-Feb-18,15:40:13,Ok,FALSE,Sunny,FALSE,TRUE,36,FALSE
Baboon,NPR3,13-Feb-18,15:18:32,Ok,FALSE,Sunny,TRUE,TRUE,37,FALSE
Baboon,NPR3,13-Feb-18,16:00:02,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Baboon,NPR3,14-Feb-18,11:16:38,Ok,FALSE,Sunny,TRUE,TRUE,30,FALSE
Baboon,NPR3,14-Feb-18,15:20:28,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Baboon,NPR1,15-Feb-18,18:41:15,Ok,FALSE,Shade,TRUE,TRUE,25,FALSE
Baboon,NPR2,17-Feb-18,7:33:20,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE
Baboon,NPR2,17-Feb-18,8:05:45,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR3,17-Feb-18,8:12:46,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Baboon,NPR1,20-Feb-18,16:57:38,Dark,FALSE,Shade,TRUE,TRUE,36,FALSE
Baboon,NPR3,20-Feb-18,15:00:02,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Baboon,NPR3,20-Feb-18,15:02:35,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Baboon,NPR2,21-Feb-18,8:14:17,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR3,21-Feb-18,16:35:24,Ok,FALSE,Shade,TRUE,TRUE,41,FALSE
Baboon,NPR3,21-Feb-18,18:00:02,Dark,FALSE,Shade,TRUE,TRUE,32,FALSE
Baboon,NPR3,21-Feb-18,18:16:22,Dark,FALSE,Shade,TRUE,TRUE,31,FALSE
Baboon,NPR1,22-Feb-18,16:05:05,Ok,FALSE,Sunny,TRUE,TRUE,41,FALSE
Baboon,NPR2,22-Feb-18,7:35:32,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,22-Feb-18,15:08:57,Ok,FALSE,Sunny,FALSE,TRUE,43,FALSE
Baboon,NPR2,23-Feb-18,14:11:59,Ok,FALSE,Sunny,FALSE,TRUE,42,FALSE
Baboon,NPR2,23-Feb-18,15:38:41,Ok,FALSE,Sunny,FALSE,TRUE,38,FALSE
Baboon,NPR3,23-Feb-18,14:26:53,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Baboon,NPR3,24-Feb-18,13:23:02,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Baboon,NPR3,25-Feb-18,13:39:43,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR2,27-Feb-18,7:20:36,Ok,FALSE,Shade,FALSE,TRUE,11,FALSE
Baboon,NPR2,27-Feb-18,8:14:17,Ok,FALSE,Sunny,FALSE,TRUE,15,FALSE
Baboon,NPR2,27-Feb-18,9:06:35,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR2,01-Mar-18,11:03:10,Ok,FALSE,Sunny,FALSE,TRUE,27,FALSE
Baboon,NPR3,01-Mar-18,15:03:44,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR1,04-Mar-18,6:49:17,Ok,FALSE,Shade,TRUE,TRUE,12,FALSE
Baboon,NPR2,04-Mar-18,8:02:37,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE
Baboon,NPR3,04-Mar-18,11:37:16,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR1,05-Mar-18,10:07:21,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Baboon,NPR2,07-Mar-18,11:44:26,Ok,FALSE,Shade,FALSE,TRUE,31,FALSE
Baboon,NPR1,08-Mar-18,7:31:24,Ok,FALSE,Shade,TRUE,TRUE,15,FALSE
Baboon,NPR1,09-Mar-18,15:35:13,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Baboon,NPR1,09-Mar-18,19:00:28,Dark,FALSE,Dark,TRUE,TRUE,22,FALSE
Baboon,NPR2,09-Mar-18,7:27:52,Ok,FALSE,Shade,FALSE,TRUE,10,FALSE
Baboon,NPR2,09-Mar-18,9:02:13,Ok,FALSE,Sunny,FALSE,TRUE,17,FALSE
Baboon,NPR1,10-Mar-18,7:05:12,Ok,FALSE,Shade,TRUE,TRUE,15,FALSE
Baboon,NPR1,10-Mar-18,14:39:35,Ok,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR1,10-Mar-18,15:44:05,Ok,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR2,11-Mar-18,7:29:16,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE
Baboon,NPR1,12-Mar-18,7:08:58,Ok,FALSE,Shade,TRUE,TRUE,12,FALSE
Baboon,NPR3,12-Mar-18,15:07:07,Ok,FALSE,Sunny,FALSE,TRUE,33,FALSE
Baboon,NPR1,13-Mar-18,15:02:14,Ok,FALSE,Shade,TRUE,TRUE,36,FALSE
Baboon,NPR1,13-Mar-18,16:05:59,Dark,FALSE,Shade,TRUE,TRUE,38,FALSE
Baboon,NPR1,13-Mar-18,18:09:48,Ok,FALSE,Shade,TRUE,TRUE,27,FALSE
Baboon,NPR2,13-Mar-18,6:36:14,Dark,FALSE,Shade,FALSE,TRUE,12,FALSE
Baboon,NPR2,13-Mar-18,7:59:30,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR1,14-Mar-18,16:35:55,Ok,FALSE,Shade,TRUE,TRUE,30,FALSE
Baboon,NPR3,14-Mar-18,10:27:14,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Baboon,NPR1,17-Mar-18,13:06:23,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR3,18-Mar-18,10:42:22,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Baboon,NPR2,19-Mar-18,7:25:04,Ok,FALSE,Shade,FALSE,TRUE,10,FALSE
Baboon,NPR2,19-Mar-18,10:14:23,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Baboon,NPR2,19-Mar-18,14:06:15,Ok,FALSE,Sunny,FALSE,TRUE,35,FALSE
Baboon,NPR2,20-Mar-18,10:36:19,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR3,20-Mar-18,13:42:54,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR1,23-Mar-18,17:50:35,Ok,FALSE,Shade,TRUE,TRUE,31,FALSE
Baboon,NPR2,23-Mar-18,9:28:21,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,27-Mar-18,9:38:57,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR1,28-Mar-18,17:24:01,Ok,FALSE,Shade,TRUE,TRUE,31,FALSE
Baboon,NPR1,28-Mar-18,18:32:10,Ok,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR2,28-Mar-18,7:16:07,Ok,FALSE,Shade,FALSE,TRUE,11,FALSE
Baboon,NPR2,31-Mar-18,12:52:40,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR1,02-Apr-18,17:13:37,Ok,FALSE,Shade,TRUE,TRUE,25,FALSE
Baboon,NPR2,04-Apr-18,8:10:35,Ok,FALSE,Shade,FALSE,TRUE,16,FALSE
Baboon,NPR3,04-Apr-18,8:10:48,Ok,FALSE,Sunny,FALSE,TRUE,15,FALSE
Baboon,NPR1,05-Apr-18,18:39:47,Dark,FALSE,Dark,TRUE,TRUE,25,FALSE
Baboon,NPR2,05-Apr-18,9:37:30,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR1,07-Apr-18,17:52:41,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Baboon,NPR2,10-Apr-18,9:41:12,Ok,FALSE,Shade,FALSE,TRUE,15,FALSE
Baboon,NPR1,11-Apr-18,17:37:05,Ok,FALSE,Sunny,TRUE,TRUE,21,FALSE
Baboon,NPR1,12-Apr-18,16:18:09,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR1,15-Apr-18,15:29:08,Dark,FALSE,Shade,TRUE,TRUE,28,FALSE
Baboon,NPR1,17-Apr-18,7:01:15,Dark,FALSE,Dark,TRUE,TRUE,20,FALSE
Baboon,NPR1,20-Apr-18,7:36:39,Ok,FALSE,Shade,TRUE,TRUE,7,FALSE
Baboon,NPR1,21-Apr-18,8:45:43,Ok,FALSE,Shade,TRUE,TRUE,10,FALSE
Baboon,NPR2,23-Apr-18,11:06:59,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Baboon,NPR2,25-Apr-18,10:20:43,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR1,26-Apr-18,15:23:28,Dark,FALSE,Shade,TRUE,TRUE,21,FALSE
Baboon,NPR2,26-Apr-18,10:16:21,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR1,27-Apr-18,15:44:50,Ok,FALSE,Shade,TRUE,TRUE,27,FALSE
Baboon,NPR1,27-Apr-18,17:38:59,Ok,FALSE,Shade,TRUE,TRUE,21,FALSE
Baboon,NPR1,29-Apr-18,12:33:38,Ok,FALSE,Shade,TRUE,TRUE,22,FALSE
Baboon,NPR2,01-May-18,10:55:22,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Baboon,NPR1,05-May-18,10:25:33,Ok,FALSE,Sunny,TRUE,TRUE,23,FALSE
Baboon,NPR1,05-May-18,16:01:35,Ok,FALSE,Shade,TRUE,TRUE,31,FALSE
Baboon,NPR1,07-May-18,17:06:34,Ok,FALSE,Shade,TRUE,TRUE,26,FALSE
Baboon,NPR2,09-May-18,11:17:58,Ok,FALSE,Sunny,FALSE,TRUE,17,FALSE
Baboon,NPR2,09-May-18,12:51:14,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Baboon,NPR1,11-May-18,8:17:16,Ok,FALSE,Shade,TRUE,TRUE,8,FALSE
Baboon,NPR1,12-May-18,7:22:09,Dark,FALSE,Dark,TRUE,TRUE,10,FALSE
Baboon,NPR2,17-May-18,12:41:03,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Baboon,NPR1,18-May-18,7:21:21,Dark,FALSE,Dark,TRUE,TRUE,6,FALSE
Baboon,NPR1,20-May-18,17:54:45,Dark,FALSE,Dark,TRUE,TRUE,16,FALSE
Baboon,NPR2,21-May-18,10:36:02,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,21-May-18,15:29:43,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE
Baboon,NPR1,23-May-18,9:54:17,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Baboon,NPR1,25-May-18,15:49:29,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR2,26-May-18,10:42:27,Ok,FALSE,Sunny,FALSE,TRUE,12,FALSE
Baboon,NPR2,26-May-18,12:39:23,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,26-May-18,13:00:01,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,27-May-18,15:00:02,Ok,FALSE,Shade,FALSE,TRUE,21,FALSE
Baboon,NPR2,27-May-18,15:00:22,Ok,FALSE,Shade,FALSE,TRUE,21,FALSE
Baboon,NPR3,27-May-18,14:34:29,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Baboon,NPR1,04-Jun-18,11:08:48,Ok,FALSE,Sunny,TRUE,TRUE,12,FALSE
Baboon,NPR1,10-Jun-18,8:05:56,Ok,FALSE,Shade,TRUE,TRUE,10,FALSE
Baboon,NPR1,11-Jun-18,9:10:57,Ok,FALSE,Shade,TRUE,TRUE,3,FALSE
Baboon,NPR2,16-Jun-18,12:16:08,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR1,18-Jun-18,8:16:30,Ok,FALSE,Shade,TRUE,TRUE,10,FALSE
